subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB108799,2020-09-02,United Kingdom,Europe,40,Male,Standard,15.49,2,Laptop,PayPal,69,True,
SUB108800,2017-09-01,United States,North America,50,Male,Standard,15.49,2,Game Console,Debit Card,106,True,
SUB108801,2024-07-19,India,South Asia,26,Male,Premium,22.99,2,Tablet,PayPal,22,True,
SUB108802,2025-05-04,United States,North America,46,Female,Premium,22.99,2,Laptop,Credit Card,13,True,
SUB108803,2022-09-23,United States,North America,24,Female,Standard,15.49,1,Mobile,Gift Card,44,False,2024-08-08
SUB108804,2021-07-10,Germany,Europe,28,Male,Standard,15.49,1,Tablet,Credit Card,59,True,
SUB108805,2019-07-21,Japan,East Asia,31,Female,Standard,15.49,1,Streaming Stick,Debit Card,83,True,
SUB108806,2019-02-12,United States,North America,41,Female,Standard,15.49,1,Smart TV,PayPal,88,True,
SUB108807,2021-05-26,Germany,Europe,21,Female,Basic with Ads,6.99,1,Laptop,Debit Card,61,True,
SUB108808,2025-11-14,Nigeria,Africa,23,Male,Standard,15.49,2,Laptop,Credit Card,6,True,
SUB108809,2017-10-30,Turkey,Middle East,27,Male,Basic with Ads,6.99,1,Tablet,Credit Card,104,True,
SUB108810,2026-03-03,Canada,North America,36,Female,Basic with Ads,6.99,1,Laptop,Credit Card,3,True,
SUB108811,2018-04-05,Egypt,Middle East,23,Male,Basic with Ads,6.99,1,Mobile,Credit Card,99,True,
SUB108812,2026-05-12,Japan,East Asia,39,Non-binary,Basic with Ads,6.99,1,Laptop,PayPal,1,True,
SUB108813,2018-02-11,Indonesia,Southeast Asia,31,Male,Basic with Ads,6.99,1,Mobile,Gift Card,101,True,
SUB108814,2020-11-07,Argentina,Latin America,44,Female,Standard,15.49,1,Game Console,Debit Card,67,False,2021-08-20
SUB108815,2024-05-31,India,South Asia,36,Male,Basic with Ads,6.99,1,Tablet,Gift Card,24,False,2025-11-30
SUB108816,2022-10-18,Italy,Europe,58,Male,Premium,22.99,4,Smart TV,Debit Card,44,True,
SUB108817,2021-11-28,Germany,Europe,37,Female,Basic with Ads,6.99,1,Mobile,Credit Card,54,True,
SUB108818,2026-05-28,France,Europe,20,Male,Premium,22.99,3,Mobile,Mobile Wallet,1,False,2026-06-27
SUB108819,2026-03-11,Turkey,Middle East,33,Non-binary,Premium,22.99,2,Laptop,PayPal,2,True,
SUB108820,2023-08-15,United Kingdom,Europe,36,Female,Premium,22.99,4,Mobile,Credit Card,34,True,
SUB108821,2020-11-20,United Kingdom,Europe,24,Female,Basic with Ads,6.99,1,Game Console,Gift Card,67,True,
SUB108822,2024-01-07,Brazil,Latin America,55,Female,Premium,22.99,3,Laptop,Mobile Wallet,29,True,
SUB108823,2020-04-14,France,Europe,31,Male,Basic with Ads,6.99,1,Laptop,Debit Card,74,True,
SUB108824,2021-09-22,Turkey,Middle East,27,Male,Basic with Ads,6.99,1,Laptop,Debit Card,57,True,
SUB108825,2023-06-25,Italy,Europe,38,Female,Basic with Ads,6.99,1,Game Console,PayPal,35,False,2025-12-16
SUB108826,2023-07-09,Spain,Europe,24,Female,Standard,15.49,1,Mobile,Credit Card,35,True,
SUB108827,2022-09-24,Indonesia,Southeast Asia,48,Male,Basic with Ads,6.99,1,Mobile,Credit Card,44,False,2025-09-07
SUB108828,2025-12-28,United States,North America,45,Male,Premium,22.99,3,Tablet,Credit Card,5,False,2026-02-07
SUB108829,2020-07-08,Indonesia,Southeast Asia,37,Male,Standard,15.49,2,Smart TV,Credit Card,71,True,
SUB108830,2023-10-16,United States,North America,43,Female,Premium,22.99,3,Mobile,Credit Card,31,True,
SUB108831,2022-09-25,Japan,East Asia,29,Male,Standard,15.49,2,Tablet,Debit Card,44,False,2024-01-18
SUB108832,2022-01-22,United States,North America,16,Female,Basic with Ads,6.99,1,Laptop,Debit Card,53,True,
SUB108833,2017-04-27,Japan,East Asia,31,Male,Standard,15.49,1,Game Console,Carrier Billing,110,True,
SUB108834,2022-12-12,United Kingdom,Europe,29,Female,Basic with Ads,6.99,1,Tablet,PayPal,42,True,
SUB108835,2023-01-12,United States,North America,13,Non-binary,Premium,22.99,4,Smart TV,Debit Card,41,False,2024-03-03
SUB108836,2026-03-24,Mexico,Latin America,22,Female,Standard,15.49,1,Game Console,Credit Card,2,False,2026-05-09
SUB108837,2024-02-13,Spain,Europe,20,Male,Standard,15.49,1,Laptop,Credit Card,27,True,
SUB108838,2021-09-19,United States,North America,22,Male,Standard,15.49,2,Smart TV,Credit Card,57,False,2022-04-21
SUB108839,2024-02-11,Spain,Europe,53,Male,Premium,22.99,4,Mobile,Credit Card,28,True,
SUB108840,2018-02-21,United States,North America,42,Female,Premium,22.99,4,Smart TV,Credit Card,100,True,
SUB108841,2021-07-22,United States,North America,48,Female,Standard,15.49,2,Streaming Stick,Debit Card,59,True,
SUB108842,2021-04-30,United States,North America,42,Female,Standard,15.49,2,Mobile,Debit Card,61,True,
SUB108843,2023-06-08,Brazil,Latin America,50,Female,Standard,15.49,2,Mobile,Credit Card,36,True,
SUB108844,2025-03-17,France,Europe,36,Female,Basic with Ads,6.99,1,Smart TV,Gift Card,14,True,
SUB108845,2024-10-04,Brazil,Latin America,55,Male,Standard,15.49,1,Mobile,PayPal,20,True,
SUB108846,2022-09-11,Germany,Europe,19,Male,Standard,15.49,1,Game Console,Credit Card,45,True,
SUB108847,2023-12-20,Brazil,Latin America,35,Male,Premium,22.99,1,Tablet,Credit Card,29,False,2024-03-01
SUB108848,2019-10-03,Germany,Europe,22,Female,Standard,15.49,1,Tablet,Debit Card,81,False,2021-04-06
SUB108849,2020-05-05,Thailand,Southeast Asia,52,Female,Premium,22.99,1,Laptop,Mobile Wallet,73,True,
SUB108850,2023-12-22,United Kingdom,Europe,41,Male,Standard,15.49,2,Tablet,Credit Card,29,True,
SUB108851,2019-04-16,United States,North America,51,Male,Standard,15.49,2,Tablet,PayPal,86,True,
SUB108852,2020-10-01,United States,North America,17,Female,Basic with Ads,6.99,1,Laptop,Credit Card,68,True,
SUB108853,2023-04-06,Brazil,Latin America,28,Female,Standard,15.49,2,Smart TV,Debit Card,38,True,
SUB108854,2021-07-22,Japan,East Asia,13,Female,Basic with Ads,6.99,1,Mobile,Credit Card,59,True,
SUB108855,2020-08-13,United States,North America,40,Male,Standard,15.49,2,Smart TV,Credit Card,70,False,2021-01-27
SUB108856,2022-02-04,Turkey,Middle East,30,Female,Standard,15.49,1,Laptop,Credit Card,52,True,
SUB108857,2021-11-21,Indonesia,Southeast Asia,45,Non-binary,Standard,15.49,1,Game Console,Debit Card,55,False,2025-05-28
SUB108858,2019-11-06,India,South Asia,36,Undisclosed,Premium,22.99,2,Mobile,Mobile Wallet,79,True,
SUB108859,2018-09-29,United States,North America,13,Male,Standard,15.49,1,Smart TV,PayPal,93,True,
SUB108860,2025-02-06,United States,North America,14,Male,Standard,15.49,1,Mobile,Mobile Wallet,16,True,
SUB108861,2026-01-01,United Kingdom,Europe,37,Male,Standard,15.49,2,Tablet,Debit Card,5,True,
SUB108862,2025-10-25,Canada,North America,42,Female,Standard,15.49,2,Mobile,Debit Card,7,True,
SUB108863,2019-06-28,Brazil,Latin America,13,Female,Basic with Ads,6.99,1,Game Console,Credit Card,84,True,
SUB108864,2025-07-17,United States,North America,34,Female,Basic with Ads,6.99,1,Laptop,PayPal,10,True,
SUB108865,2018-06-10,South Korea,East Asia,22,Male,Premium,22.99,4,Mobile,PayPal,97,True,
SUB108866,2020-08-01,United States,North America,21,Female,Basic with Ads,6.99,1,Laptop,Credit Card,71,True,
SUB108867,2022-09-24,United Kingdom,Europe,27,Male,Premium,22.99,4,Smart TV,Credit Card,44,False,2023-06-22
SUB108868,2024-05-23,United Kingdom,Europe,37,Non-binary,Basic with Ads,6.99,1,Smart TV,Debit Card,24,True,
SUB108869,2019-03-15,Mexico,Latin America,26,Female,Premium,22.99,2,Smart TV,Credit Card,87,True,
SUB108870,2024-01-13,Japan,East Asia,13,Female,Premium,22.99,2,Smart TV,Carrier Billing,29,True,
SUB108871,2024-12-01,Italy,Europe,37,Male,Standard,15.49,1,Tablet,Mobile Wallet,18,True,
SUB108872,2017-01-14,United States,North America,31,Male,Standard,15.49,1,Smart TV,Gift Card,114,True,
SUB108873,2022-08-03,France,Europe,23,Female,Standard,15.49,1,Laptop,Debit Card,46,False,2023-10-14
SUB108874,2024-06-05,United States,North America,31,Female,Basic with Ads,6.99,1,Mobile,Credit Card,24,False,2025-10-23
SUB108875,2020-01-14,India,South Asia,31,Female,Basic with Ads,6.99,1,Streaming Stick,PayPal,77,False,2023-12-12
SUB108876,2026-04-29,Turkey,Middle East,36,Female,Premium,22.99,2,Mobile,Credit Card,1,True,
SUB108877,2018-11-26,Mexico,Latin America,32,Female,Standard,15.49,2,Tablet,Debit Card,91,True,
SUB108878,2017-11-18,United States,North America,38,Female,Premium,22.99,2,Tablet,PayPal,103,True,
SUB108879,2026-03-05,South Korea,East Asia,35,Male,Basic with Ads,6.99,1,Mobile,Credit Card,2,True,
SUB108880,2019-09-14,Spain,Europe,46,Female,Standard,15.49,1,Smart TV,Credit Card,81,True,
SUB108881,2025-10-04,Argentina,Latin America,56,Female,Standard,15.49,2,Smart TV,Debit Card,8,True,
SUB108882,2023-05-25,Brazil,Latin America,35,Female,Standard,15.49,2,Mobile,Mobile Wallet,36,True,
SUB108883,2022-03-31,United States,North America,27,Female,Standard,15.49,1,Laptop,Credit Card,50,True,
SUB108884,2026-03-24,South Korea,East Asia,17,Male,Basic with Ads,6.99,1,Mobile,Credit Card,2,False,2026-05-15
SUB108885,2025-08-15,United States,North America,44,Male,Basic with Ads,6.99,1,Tablet,Carrier Billing,9,False,2026-01-22
SUB108886,2024-06-28,United States,North America,24,Undisclosed,Basic with Ads,6.99,1,Game Console,Credit Card,23,True,
SUB108887,2021-10-13,Brazil,Latin America,66,Female,Standard,15.49,2,Smart TV,Credit Card,56,True,
SUB108888,2025-12-08,France,Europe,72,Female,Basic with Ads,6.99,1,Mobile,Mobile Wallet,5,True,
SUB108889,2016-10-10,United States,North America,33,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,117,True,
SUB108890,2022-08-18,Germany,Europe,14,Female,Standard,15.49,2,Smart TV,Debit Card,46,True,
SUB108891,2021-12-05,Spain,Europe,44,Male,Standard,15.49,2,Mobile,PayPal,54,False,2024-11-04
SUB108892,2016-07-19,France,Europe,63,Male,Standard,15.49,2,Smart TV,Credit Card,120,True,
SUB108893,2025-06-20,United States,North America,18,Female,Premium,22.99,4,Smart TV,Credit Card,11,True,
SUB108894,2018-10-15,United Kingdom,Europe,60,Female,Standard,15.49,1,Smart TV,Debit Card,92,False,2019-03-04
SUB108895,2021-12-30,United States,North America,13,Female,Basic with Ads,6.99,1,Laptop,Carrier Billing,53,True,
SUB108896,2021-09-03,United States,North America,17,Female,Basic with Ads,6.99,1,Mobile,Credit Card,57,True,
SUB108897,2024-08-11,India,South Asia,40,Female,Basic with Ads,6.99,1,Streaming Stick,Carrier Billing,21,False,2025-02-27
SUB108898,2022-02-16,India,South Asia,49,Female,Basic with Ads,6.99,1,Game Console,Credit Card,52,False,2024-04-25
SUB108899,2021-02-15,United States,North America,35,Male,Premium,22.99,2,Laptop,Credit Card,64,True,
SUB108900,2020-09-11,United States,North America,41,Female,Basic with Ads,6.99,1,Game Console,Credit Card,69,False,2021-06-14
SUB108901,2024-02-19,Nigeria,Africa,50,Female,Standard,15.49,1,Smart TV,Credit Card,27,True,
SUB108902,2020-02-29,Germany,Europe,51,Female,Basic with Ads,6.99,1,Tablet,Credit Card,76,True,
SUB108903,2025-03-13,India,South Asia,27,Female,Basic with Ads,6.99,1,Laptop,Gift Card,14,True,
SUB108904,2017-10-06,Argentina,Latin America,24,Female,Standard,15.49,2,Game Console,Mobile Wallet,105,True,
SUB108905,2022-04-09,United States,North America,49,Male,Premium,22.99,1,Smart TV,PayPal,50,True,
SUB108906,2024-03-30,United Kingdom,Europe,41,Female,Basic with Ads,6.99,1,Laptop,PayPal,26,True,
SUB108907,2023-12-27,Germany,Europe,43,Male,Standard,15.49,2,Smart TV,Credit Card,29,True,
SUB108908,2023-07-27,United Kingdom,Europe,27,Undisclosed,Basic with Ads,6.99,1,Laptop,Credit Card,34,True,
SUB108909,2021-02-07,United States,North America,44,Female,Premium,22.99,3,Smart TV,Debit Card,64,True,
SUB108910,2023-11-26,India,South Asia,21,Female,Premium,22.99,4,Streaming Stick,Credit Card,30,True,
SUB108911,2025-06-07,South Korea,East Asia,39,Female,Basic with Ads,6.99,1,Streaming Stick,Credit Card,11,False,2026-01-18
SUB108912,2024-10-24,Brazil,Latin America,37,Male,Standard,15.49,1,Mobile,Credit Card,19,True,
SUB108913,2022-07-21,United Kingdom,Europe,37,Non-binary,Standard,15.49,2,Game Console,Credit Card,47,True,
SUB108914,2023-07-10,United Kingdom,Europe,46,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,35,True,
SUB108915,2018-04-04,India,South Asia,22,Male,Basic with Ads,6.99,1,Laptop,PayPal,99,False,2019-08-01
SUB108916,2023-04-04,Japan,East Asia,44,Male,Basic with Ads,6.99,1,Game Console,Debit Card,38,False,2023-06-10
SUB108917,2017-10-19,United States,North America,36,Male,Standard,15.49,1,Tablet,Debit Card,104,True,
SUB108918,2021-05-28,Italy,Europe,25,Male,Basic with Ads,6.99,1,Mobile,Mobile Wallet,61,True,
SUB108919,2025-04-23,France,Europe,18,Female,Standard,15.49,1,Smart TV,PayPal,13,True,
SUB108920,2021-11-28,United Kingdom,Europe,60,Female,Basic with Ads,6.99,1,Smart TV,PayPal,54,False,2025-07-08
SUB108921,2023-09-19,France,Europe,35,Male,Standard,15.49,2,Smart TV,Debit Card,32,False,2025-04-26
SUB108922,2022-04-24,United States,North America,31,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,49,False,2024-10-04
SUB108923,2021-11-21,India,South Asia,21,Female,Basic with Ads,6.99,1,Laptop,Credit Card,55,True,
SUB108924,2025-05-12,United Kingdom,Europe,50,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,12,True,
SUB108925,2025-11-20,South Korea,East Asia,49,Female,Standard,15.49,2,Smart TV,Debit Card,6,True,
SUB108926,2021-09-01,France,Europe,46,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,57,True,
SUB108927,2020-11-14,Indonesia,Southeast Asia,35,Female,Premium,22.99,3,Smart TV,Credit Card,67,True,
SUB108928,2020-12-08,United Kingdom,Europe,45,Male,Standard,15.49,1,Mobile,PayPal,66,True,
SUB108929,2023-01-30,India,South Asia,25,Female,Standard,15.49,2,Smart TV,Credit Card,40,True,
SUB108930,2024-10-22,Brazil,Latin America,38,Female,Basic with Ads,6.99,1,Laptop,Credit Card,19,True,
SUB108931,2024-11-15,India,South Asia,35,Female,Premium,22.99,3,Smart TV,Debit Card,18,False,2025-05-30
SUB108932,2021-03-25,United States,North America,39,Male,Basic with Ads,6.99,1,Streaming Stick,PayPal,63,True,
SUB108933,2017-07-23,Indonesia,Southeast Asia,13,Male,Standard,15.49,2,Tablet,Debit Card,107,True,
SUB108934,2020-12-24,Germany,Europe,60,Female,Standard,15.49,2,Mobile,Debit Card,66,True,
SUB108935,2024-09-11,Indonesia,Southeast Asia,57,Male,Standard,15.49,1,Smart TV,Mobile Wallet,20,True,
SUB108936,2024-01-22,United States,North America,21,Male,Standard,15.49,2,Laptop,Credit Card,28,True,
SUB108937,2025-04-20,United States,North America,43,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,13,False,2026-04-20
SUB108938,2026-03-19,United Kingdom,Europe,16,Male,Standard,15.49,1,Mobile,Gift Card,2,True,
SUB108939,2020-01-06,Australia,Oceania,37,Female,Premium,22.99,2,Mobile,Credit Card,77,True,
SUB108940,2022-01-11,United States,North America,13,Female,Premium,22.99,4,Mobile,Credit Card,53,True,
SUB108941,2024-03-25,United States,North America,32,Male,Basic with Ads,6.99,1,Mobile,PayPal,26,True,
SUB108942,2024-12-02,United States,North America,29,Female,Premium,22.99,3,Streaming Stick,Debit Card,18,True,
SUB108943,2023-11-01,France,Europe,51,Male,Standard,15.49,2,Mobile,Mobile Wallet,31,True,
SUB108944,2025-04-13,Germany,Europe,57,Male,Standard,15.49,1,Smart TV,Debit Card,13,True,
SUB108945,2019-08-22,Spain,Europe,57,Female,Standard,15.49,2,Mobile,Debit Card,82,True,
SUB108946,2018-10-11,United States,North America,51,Male,Standard,15.49,2,Laptop,Debit Card,93,True,
SUB108947,2020-06-07,Spain,Europe,37,Male,Premium,22.99,3,Game Console,Carrier Billing,72,True,
SUB108948,2025-05-18,United Kingdom,Europe,41,Male,Standard,15.49,2,Laptop,Credit Card,12,True,
SUB108949,2020-09-21,United States,North America,40,Female,Premium,22.99,3,Tablet,Credit Card,69,False,2025-05-05
SUB108950,2022-01-23,India,South Asia,20,Female,Premium,22.99,1,Mobile,Credit Card,53,True,
SUB108951,2026-05-21,South Korea,East Asia,50,Male,Premium,22.99,3,Smart TV,Credit Card,1,True,
SUB108952,2025-03-10,India,South Asia,44,Male,Premium,22.99,2,Smart TV,Credit Card,14,True,
SUB108953,2020-07-27,Thailand,Southeast Asia,45,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,71,True,
SUB108954,2018-09-15,South Korea,East Asia,13,Female,Standard,15.49,2,Mobile,Credit Card,93,True,
SUB108955,2022-04-15,India,South Asia,41,Female,Standard,15.49,1,Tablet,Mobile Wallet,50,False,2025-09-16
SUB108956,2025-11-04,Mexico,Latin America,49,Female,Standard,15.49,1,Mobile,Credit Card,6,True,
SUB108957,2020-03-14,Mexico,Latin America,35,Female,Standard,15.49,1,Mobile,Mobile Wallet,75,True,
SUB108958,2021-06-01,United States,North America,29,Female,Premium,22.99,4,Mobile,Credit Card,60,False,2022-05-21
SUB108959,2022-07-14,Brazil,Latin America,18,Female,Standard,15.49,1,Streaming Stick,Mobile Wallet,47,True,
SUB108960,2024-02-09,United States,North America,17,Male,Standard,15.49,1,Mobile,Mobile Wallet,28,False,2026-05-31
SUB108961,2024-02-04,India,South Asia,38,Female,Premium,22.99,1,Laptop,Mobile Wallet,28,True,
SUB108962,2026-02-06,Spain,Europe,32,Female,Premium,22.99,2,Streaming Stick,Debit Card,3,True,
SUB108963,2019-08-20,Japan,East Asia,32,Female,Basic with Ads,6.99,1,Laptop,Credit Card,82,False,2023-11-24
SUB108964,2026-03-07,India,South Asia,55,Female,Standard,15.49,1,Mobile,PayPal,2,False,2026-05-15
SUB108965,2019-12-30,United States,North America,19,Female,Premium,22.99,2,Mobile,Credit Card,78,True,
SUB108966,2021-12-27,South Korea,East Asia,31,Male,Premium,22.99,4,Laptop,Credit Card,53,True,
SUB108967,2020-08-05,India,South Asia,58,Male,Basic with Ads,6.99,1,Mobile,Mobile Wallet,70,True,
SUB108968,2024-01-02,Nigeria,Africa,31,Female,Basic with Ads,6.99,1,Laptop,Credit Card,29,True,
SUB108969,2019-10-29,Japan,East Asia,36,Male,Premium,22.99,2,Mobile,Credit Card,80,False,2022-09-14
SUB108970,2023-08-02,Italy,Europe,33,Male,Premium,22.99,3,Streaming Stick,Mobile Wallet,34,True,
SUB108971,2023-09-09,United Kingdom,Europe,45,Male,Premium,22.99,4,Tablet,Gift Card,33,True,
SUB108972,2021-01-19,Canada,North America,13,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,65,False,2024-07-24
SUB108973,2024-01-31,United States,North America,33,Male,Premium,22.99,4,Tablet,Credit Card,28,True,
SUB108974,2020-08-27,India,South Asia,36,Male,Premium,22.99,1,Smart TV,Credit Card,70,True,
SUB108975,2020-12-05,United States,North America,23,Male,Standard,15.49,2,Smart TV,Gift Card,66,False,2026-05-21
SUB108976,2024-06-28,United States,North America,40,Male,Standard,15.49,1,Smart TV,Credit Card,23,True,
SUB108977,2018-09-01,Australia,Oceania,46,Female,Basic with Ads,6.99,1,Mobile,Debit Card,94,True,
SUB108978,2020-01-09,Spain,Europe,41,Female,Basic with Ads,6.99,1,Mobile,Carrier Billing,77,True,
SUB108979,2023-08-06,Brazil,Latin America,59,Male,Basic with Ads,6.99,1,Game Console,Debit Card,34,True,
SUB108980,2019-08-15,Japan,East Asia,30,Female,Basic with Ads,6.99,1,Mobile,Credit Card,82,True,
SUB108981,2023-12-20,Japan,East Asia,42,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,29,True,
SUB108982,2023-01-20,Brazil,Latin America,42,Female,Standard,15.49,1,Mobile,PayPal,40,True,
SUB108983,2025-11-22,Canada,North America,32,Female,Basic with Ads,6.99,1,Mobile,Credit Card,6,True,
SUB108984,2026-01-23,Brazil,Latin America,50,Male,Premium,22.99,4,Streaming Stick,Credit Card,4,True,
SUB108985,2023-09-24,France,Europe,39,Male,Premium,22.99,1,Smart TV,Debit Card,32,False,2025-05-17
SUB108986,2024-02-18,India,South Asia,20,Female,Standard,15.49,1,Tablet,Credit Card,27,False,2025-07-07
SUB108987,2026-05-02,Thailand,Southeast Asia,45,Female,Premium,22.99,3,Smart TV,PayPal,1,True,
SUB108988,2020-05-03,United States,North America,29,Female,Standard,15.49,1,Mobile,PayPal,74,True,
SUB108989,2019-06-10,United Kingdom,Europe,31,Male,Premium,22.99,3,Mobile,Credit Card,84,True,
SUB108990,2024-03-16,Turkey,Middle East,32,Female,Standard,15.49,1,Game Console,Mobile Wallet,26,True,
SUB108991,2020-03-16,United States,North America,45,Female,Basic with Ads,6.99,1,Smart TV,Carrier Billing,75,False,2022-08-04
SUB108992,2021-04-08,United States,North America,50,Female,Premium,22.99,3,Mobile,Debit Card,62,True,
SUB108993,2025-09-27,India,South Asia,33,Male,Standard,15.49,2,Smart TV,Credit Card,8,True,
SUB108994,2025-04-04,United Kingdom,Europe,33,Female,Premium,22.99,1,Smart TV,Debit Card,14,True,
SUB108995,2023-01-27,Australia,Oceania,13,Female,Premium,22.99,1,Smart TV,PayPal,40,True,
SUB108996,2023-01-26,Canada,North America,26,Female,Premium,22.99,3,Mobile,Gift Card,40,True,
SUB108997,2025-02-17,South Korea,East Asia,23,Female,Standard,15.49,1,Tablet,Mobile Wallet,15,True,
SUB108998,2021-11-29,Thailand,Southeast Asia,40,Female,Premium,22.99,2,Streaming Stick,PayPal,54,False,2024-11-02
SUB108999,2022-02-14,Brazil,Latin America,34,Male,Premium,22.99,2,Mobile,Gift Card,52,True,
SUB109000,2022-06-18,Italy,Europe,24,Female,Premium,22.99,2,Streaming Stick,Credit Card,48,True,
SUB109001,2025-08-29,United States,North America,37,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,9,False,2026-05-27
SUB109002,2020-12-12,South Korea,East Asia,35,Female,Premium,22.99,2,Smart TV,Debit Card,66,True,
SUB109003,2025-08-01,United States,North America,13,Male,Premium,22.99,2,Mobile,Mobile Wallet,10,True,
SUB109004,2025-02-19,United States,North America,50,Female,Standard,15.49,1,Smart TV,Debit Card,15,True,
SUB109005,2022-10-11,Spain,Europe,49,Male,Premium,22.99,3,Smart TV,Debit Card,44,True,
SUB109006,2023-04-02,United States,North America,32,Female,Standard,15.49,2,Game Console,Credit Card,38,False,2023-12-18
SUB109007,2026-02-22,Japan,East Asia,40,Female,Standard,15.49,2,Mobile,Credit Card,3,True,
SUB109008,2019-02-06,Spain,Europe,31,Female,Premium,22.99,4,Mobile,Mobile Wallet,89,True,
SUB109009,2022-07-16,United States,North America,15,Male,Standard,15.49,2,Smart TV,Credit Card,47,False,2023-01-01
SUB109010,2024-10-29,United Kingdom,Europe,64,Female,Premium,22.99,1,Smart TV,Debit Card,19,True,
SUB109011,2024-09-29,Mexico,Latin America,45,Male,Premium,22.99,4,Smart TV,Carrier Billing,20,True,
SUB109012,2022-02-08,Turkey,Middle East,48,Female,Premium,22.99,2,Smart TV,Debit Card,52,True,
SUB109013,2016-07-19,India,South Asia,32,Male,Standard,15.49,1,Smart TV,Credit Card,120,False,2024-02-20
SUB109014,2026-01-12,Thailand,Southeast Asia,50,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,4,False,2026-03-05
SUB109015,2025-09-18,Canada,North America,18,Male,Premium,22.99,1,Smart TV,Credit Card,8,False,2025-12-09
SUB109016,2021-11-21,Mexico,Latin America,32,Male,Basic with Ads,6.99,1,Game Console,Mobile Wallet,55,False,2024-05-17
SUB109017,2020-07-24,United Kingdom,Europe,45,Female,Standard,15.49,2,Mobile,Debit Card,71,False,2024-09-21
SUB109018,2021-03-19,Spain,Europe,27,Female,Premium,22.99,1,Mobile,Credit Card,63,True,
SUB109019,2022-12-21,Germany,Europe,47,Female,Premium,22.99,1,Mobile,Gift Card,41,True,
SUB109020,2020-07-30,India,South Asia,39,Female,Standard,15.49,1,Game Console,Debit Card,71,False,2020-12-13
SUB109021,2022-09-26,Egypt,Middle East,38,Male,Premium,22.99,1,Mobile,Debit Card,44,False,2023-07-17
SUB109022,2019-07-03,Nigeria,Africa,26,Female,Standard,15.49,2,Mobile,Credit Card,84,True,
SUB109023,2018-04-16,South Korea,East Asia,41,Male,Standard,15.49,1,Smart TV,Credit Card,98,False,2020-10-26
SUB109024,2021-02-24,Spain,Europe,61,Female,Standard,15.49,1,Tablet,Debit Card,64,False,2025-01-30
SUB109025,2019-02-02,South Korea,East Asia,38,Non-binary,Basic with Ads,6.99,1,Smart TV,PayPal,89,False,2022-11-14
SUB109026,2021-05-15,France,Europe,43,Male,Premium,22.99,1,Laptop,Credit Card,61,True,
SUB109027,2025-08-15,Canada,North America,45,Female,Basic with Ads,6.99,1,Smart TV,Debit Card,9,True,
SUB109028,2022-02-19,United States,North America,21,Male,Premium,22.99,4,Smart TV,PayPal,52,True,
SUB109029,2025-03-05,United States,North America,34,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,15,True,
SUB109030,2019-12-21,India,South Asia,33,Female,Premium,22.99,4,Laptop,Credit Card,78,False,2020-02-24
SUB109031,2025-09-15,Australia,Oceania,13,Male,Basic with Ads,6.99,1,Laptop,Gift Card,8,True,
SUB109032,2025-10-17,United Kingdom,Europe,46,Female,Standard,15.49,2,Laptop,Credit Card,7,False,2026-01-09
SUB109033,2022-03-08,Turkey,Middle East,23,Male,Standard,15.49,1,Smart TV,PayPal,51,True,
SUB109034,2017-04-03,South Korea,East Asia,44,Female,Standard,15.49,2,Mobile,Gift Card,111,True,
SUB109035,2024-05-30,India,South Asia,26,Male,Premium,22.99,1,Smart TV,Credit Card,24,False,2024-09-12
SUB109036,2021-04-20,Nigeria,Africa,62,Female,Standard,15.49,1,Smart TV,PayPal,62,True,
SUB109037,2021-05-12,Japan,East Asia,32,Female,Standard,15.49,2,Streaming Stick,Credit Card,61,False,2024-09-17
SUB109038,2026-02-25,India,South Asia,60,Female,Premium,22.99,1,Mobile,Mobile Wallet,3,True,
SUB109039,2018-03-01,United States,North America,33,Male,Standard,15.49,2,Laptop,Credit Card,100,False,2025-04-05
SUB109040,2023-10-07,United States,North America,35,Male,Standard,15.49,2,Smart TV,Mobile Wallet,32,True,
SUB109041,2023-09-11,United States,North America,56,Male,Premium,22.99,1,Smart TV,Credit Card,33,False,2025-02-23
SUB109042,2021-01-10,India,South Asia,24,Male,Standard,15.49,2,Game Console,Mobile Wallet,65,False,2022-03-08
SUB109043,2021-05-21,Brazil,Latin America,36,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,61,False,2024-12-05
SUB109044,2017-07-12,India,South Asia,43,Male,Premium,22.99,2,Mobile,Credit Card,108,True,
SUB109045,2020-10-15,United States,North America,41,Female,Standard,15.49,2,Tablet,Credit Card,68,False,2020-12-28
SUB109046,2019-09-17,India,South Asia,36,Female,Basic with Ads,6.99,1,Game Console,Credit Card,81,True,
